id,text,created_at,lang,retweet_count,reply_count,like_count,cleaned_text,sentiment,sentiment_score,date
1912944704666444046,"RT @RCBTweets: Catching smiles and hugs with old pals and new faces! 🫂 

Fri-yay night plans sorted! 😎

#PlayBold #ನಮ್ಮRCB #IPL2025 https:/…",2025-04-17 19:02:13+00:00,en,21,0,0,RT Catching smiles and hugs with old pals and new faces Friyay night plans sorted PlayBold ನಮಮRCB IPL2025,Positive,0.3359334170818329,2025-04-17
1912944673649484110,"RT @IPL: Match 33. 5.3: Eshan Malinga to Ryan Rickelton 4 runs, Mumbai Indians 49/1 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 19:02:05+00:00,tl,4,0,0,RT Match 33 53 Eshan Malinga to Ryan Rickelton 4 runs Mumbai Indians 491 MIvSRH TATAIPL IPL2025,Negative,0.3617466986179352,2025-04-17
1912944622533529646,"RT @IPL: Match 33. 5.4: Eshan Malinga to Ryan Rickelton 4 runs, Mumbai Indians 53/1 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 19:01:53+00:00,tl,3,0,0,RT Match 33 54 Eshan Malinga to Ryan Rickelton 4 runs Mumbai Indians 531 MIvSRH TATAIPL IPL2025,Negative,0.3497362434864044,2025-04-17
1912944577851654286,"Asal emayindi mana team ki , Batting and bowling strength ee sari perigindi anukunna..

What ever FULL support @SunRisers @patcummins30we believe in YOU 💪🏽

#SRHvsMI #IPL2025 https://t.co/0E1qbABn6h",2025-04-17 19:01:42+00:00,en,0,0,0,Asal emayindi mana team ki Batting and bowling strength ee sari perigindi anukunna What ever FULL support believe in YOU SRHvsMI IPL2025,Positive,0.36260804533958435,2025-04-17
1912944576954073288,"From here on Mumbai Indians have UMPIRES as their impact player who will make their win obvious

#TATAIPL2025 #IPL2025 #MIvsSRH #MIvSRH #SRHvsMI #SRHvMI #RCBvPBKS #PBKSvsRCB #ViratKohli #RohitSharma𓃵 #HardikPandya #Bumrah https://t.co/6R0fC9PYgZ",2025-04-17 19:01:42+00:00,en,0,0,0,From here on Mumbai Indians have UMPIRES as their impact player who will make their win obvious TATAIPL2025 IPL2025 MIvsSRH MIvSRH SRHvsMI SRHvMI RCBvPBKS PBKSvsRCB ViratKohli RohitSharma𓃵 HardikPandya Bumrah,Positive,0.3437994420528412,2025-04-17
1912944559992279467,@FCBarcelona #microchains #เพลงจนนิรันดร์ #โหนกระแส #โตโน่ภาคิน #DaredevilBornAgain       #srchafreen #srchafreen #srchafreen #LaCasaDeLosFamosoCol2 #est_rvp #DaouOffroad #Uthandonesthembu #OKX   #AshleyOgle #Bitcoin #BBFanFest #ExigimosJusticiaEnGuerrero #IPL,2025-04-17 19:01:38+00:00,qme,0,0,0,microchains เพลงจนนรนดร โหนกระแส โตโนภาคน DaredevilBornAgain srchafreen srchafreen srchafreen LaCasaDeLosFamosoCol2 est_rvp DaouOffroad Uthandonesthembu OKX AshleyOgle Bitcoin BBFanFest ExigimosJusticiaEnGuerrero IPL,Negative,0.45659324526786804,2025-04-17
1912944516526744043,"RT @toisports: Rohit Sharma maintains upward trend, posts his highest IPL 2025 score against SRH

READ: https://t.co/5MmR8HNdTT

#RohitShar…",2025-04-17 19:01:28+00:00,en,121,0,0,RT Rohit Sharma maintains upward trend posts his highest IPL 2025 score against SRH READ RohitShar,Negative,0.24138322472572327,2025-04-17
1912944470913589273,"Hardik Pandya picked a wicket tonight and scored 21 (9).

- Kung Fu Pandya on show! 💥

#SRHvsMI #IPL2025 #Hardik https://t.co/93a2d86Bg5",2025-04-17 19:01:17+00:00,en,0,0,0,Hardik Pandya picked a wicket tonight and scored 21 9 Kung Fu Pandya on show SRHvsMI IPL2025 Hardik,Positive,0.2382640242576599,2025-04-17
1912944408879829055,"@ChampionsLeague #TATAIPL | #MIvSRH | #CurvvSuperStriker #BBFanFest #มายด์ #amici24 #TREAالهلال_الخليج #HerHynessกันแดดของหลิง #LaCasaDeLosFamosoCol2 #LaCasaDeLosFamosoCol2 #BBFanfestLiveD2 #GranHermanoArgentina 
#srhvsmi #IPL2025 #UGMDanJokowiPanik #MahMehn",2025-04-17 19:01:02+00:00,und,0,0,0,TATAIPL MIvSRH CurvvSuperStriker BBFanFest มายด amici24 TREAالهلال_الخليج HerHynessกนแดดของหลง LaCasaDeLosFamosoCol2 LaCasaDeLosFamosoCol2 BBFanfestLiveD2 GranHermanoArgentina srhvsmi IPL2025 UGMDanJokowiPanik MahMehn,Negative,0.27524930238723755,2025-04-17
1912944406132580726,RT @WasimJaffer14: They're a good team but it just hasn't clicked for them this year. #MIvSRH #IPL2025 https://t.co/oKzuQdZ6jP,2025-04-17 19:01:01+00:00,en,85,0,0,RT Theyre a good team but it just hasnt clicked for them this year MIvSRH IPL2025,Neutral,0.449134886264801,2025-04-17
1912944403607667115,"RT @toisports: #IPL2025 #CricketTwitter 

Tristan Stubbs idolised KL Rahul as a kid, now he is winning matches with him in the IPL.  His fa…",2025-04-17 19:01:01+00:00,en,106,0,0,RT IPL2025 CricketTwitter Tristan Stubbs idolised KL Rahul as a kid now he is winning matches with him in the IPL His fa,Positive,0.5151785612106323,2025-04-17
1912944366756434226,"IPL 2025 : సూపర్ ఓవర్ నుంచి ధోనీ మ్యాజిక్ వరకు

https://t.co/6gK8EcLS0n

#123telugu #IPL2025 #MSDhoni",2025-04-17 19:00:52+00:00,te,0,0,0,IPL 2025 సపర ఓవర నచ ధన మయజక వరక 123telugu IPL2025 MSDhoni,Negative,0.34374603629112244,2025-04-17
1912944331281014990,"RT @aajtak: 'पापा' बुमराह का मैच देखने पहुंचे नन्हें अंगद, मां संजना गणेशन संग प्यारा फोटो हुआ वायरल! 

#IPL2025 #JaspritBumrah #SanjanaGan…",2025-04-17 19:00:44+00:00,hi,7,0,0,RT पप बमरह क मच दखन पहच ननह अगद म सजन गणशन सग पयर फट हआ वयरल IPL2025 JaspritBumrah SanjanaGan,Negative,0.2951253056526184,2025-04-17
1912944322531787251,"RT @Cricketracker: Virat Kohli ✅
MS Dhoni✅
Rohit Sharma✅

The three icons received a special memento for completing 18 years in the Indian…",2025-04-17 19:00:41+00:00,en,259,0,0,RT Virat Kohli MS Dhoni Rohit Sharma The three icons received a special memento for completing 18 years in the Indian,Positive,0.35926738381385803,2025-04-17
1912944311349682416,"MI vs SRH: મુંબઈ ઇન્ડિયન્સે સનરાઇઝર્સ હૈદરાબાદને હરાવ્યું ચાર વિકેટથી
https://t.co/AqijmwDpws

#tv13gujarati #sunrisershyderabad #mumbaiindians #score #srhvsmi #Ipl https://t.co/u0mpHK5mD0",2025-04-17 19:00:39+00:00,gu,0,0,0,MI vs SRH મબઈ ઇનડયનસ સનરઇઝરસ હદરબદન હરવય ચર વકટથ tv13gujarati sunrisershyderabad mumbaiindians score srhvsmi Ipl,Negative,0.3103093206882477,2025-04-17
1912944310527676432,"RT @RCBTweets: Long way to go but take a moment to appreciate this 𝗲𝘅𝗰𝗲𝗹𝗹𝗲𝗻𝘁 𝗲𝗰𝗼𝗻𝗼𝗺𝘆!🔝👌

#PlayBold #ನಮ್ಮRCB #IPL2025 https://t.co/d97hpuXAlO",2025-04-17 19:00:39+00:00,en,351,0,0,RT Long way to go but take a moment to appreciate this 𝗲𝘅𝗰𝗲𝗹𝗹𝗲𝗻𝘁 𝗲𝗰𝗼𝗻𝗼𝗺𝘆 PlayBold ನಮಮRCB IPL2025,Positive,0.3886733949184418,2025-04-17
1912944298171179159,"@imransiddique89 @Salman_ARY @babarazam258 People are buttering him up &amp; #BabarAzam  thinks he's a legend, But the truth is ..even Zimbabwe's Brendon Taylor was a bigger match-winner than this fraud player..

#Kesari2 
#PSL2025 
#IPL2025 
#SRHvMI
#RCBvsPBKS 
#KKvQG
#QgvKK",2025-04-17 19:00:36+00:00,en,0,0,0,People are buttering him up amp BabarAzam thinks hes a legend But the truth is even Zimbabwes Brendon Taylor was a bigger matchwinner than this fraud player Kesari2 PSL2025 IPL2025 SRHvMI RCBvsPBKS KKvQG QgvKK,Negative,0.7768903374671936,2025-04-17
1912944181682872363,"I have 2 tickets for RCB vs Punjab Kings on Friday, April 18, 2025 | 7:30 PM
Venue: M. Chinnaswamy Stadium
Both in the same row

#RCBvsPBKS #IPL2025 #PlayBold #SaddaPunjab #RCB #PBKS #ChinnaswamyStadium #Bengaluru #T20Cricket #CricketFever #IPLTickets",2025-04-17 19:00:08+00:00,en,0,0,0,I have 2 tickets for RCB vs Punjab Kings on Friday April 18 2025 730 PM Venue M Chinnaswamy Stadium Both in the same row RCBvsPBKS IPL2025 PlayBold SaddaPunjab RCB PBKS ChinnaswamyStadium Bengaluru T20Cricket CricketFever IPLTickets,Negative,0.3648725152015686,2025-04-17
1912944175483593063,"RT @RCBTweets: ನಾಳೆ ಯಾರ್ ಯಾರಿಗೆ ಶಾಕ್ ಕೊಡ್ತಾರೆ ನಾಳೆ ನೋಡೋಣ 😉⚡️

ಏನ್ ಸಮಾಚಾರ, ವೈಶಾಖ್? 😊🤝

#PlayBold #ನಮ್ಮRCB #IPL2025 https://t.co/5mPAT5KWJ3",2025-04-17 19:00:06+00:00,kn,98,0,0,RT ನಳ ಯರ ಯರಗ ಶಕ ಕಡತರ ನಳ ನಡಣ ಏನ ಸಮಚರ ವಶಖ PlayBold ನಮಮRCB IPL2025,Negative,0.37580808997154236,2025-04-17
1912944174980321359,"Need 2 tickets in Boat C stand for RCB vs PBKS match today at Chinnaswamy.

If anyone has any leads, please DM.

Prices should be reasonable and consecutive seats preferred.

#ipltickets #rcb #pbks #rcbvspbks #csk #virat #bengaluru #dcvsrr #ipl2025 #mivssrh #RohitSharma https://t.co/L6R5v88U8B",2025-04-17 19:00:06+00:00,en,0,0,0,Need 2 tickets in Boat C stand for RCB vs PBKS match today at Chinnaswamy If anyone has any leads please DM Prices should be reasonable and consecutive seats preferred ipltickets rcb pbks rcbvspbks csk virat bengaluru dcvsrr ipl2025 mivssrh RohitSharma,Neutral,0.275167852640152,2025-04-17
1912944152318542078,"MATCH મસાલા : મેચ ફિક્સિંગનું ભૂત IPLમાં ફરી ધુણ્યું! BCCIએ એલર્ટ રહેવા વોર્નિંગ આપી; લો! હવે તો એમ્પાયર પણ ભેદભાવ કરે છે! - https://t.co/1jVVCXLobG

#IPL2025 #MatchMasala #IPLUpdate https://t.co/7PVXMtMW1l",2025-04-17 19:00:01+00:00,gu,0,0,0,MATCH મસલ મચ ફકસગન ભત IPLમ ફર ધણય BCCIએ એલરટ રહવ વરનગ આપ લ હવ ત એમપયર પણ ભદભવ કર છ IPL2025 MatchMasala IPLUpdate,Negative,0.22448767721652985,2025-04-17
1912944146614243609,"मुंबई इंडियंस ने SRH पर रोमांचक जीत दर्ज की! 💥
रिकेल्टन ने 31 रनों की शानदार पारी खेली और नो-बॉल ड्रामा ने मुकाबले में जबरदस्त तड़का लगाया! 🔥
#IPL2025 #MIvsSRH #CricketTwitter #MumbaiIndians #SRH #IPLThriller https://t.co/pMNjEC6b7H",2025-04-17 18:59:59+00:00,hi,0,0,0,मबई इडयस न SRH पर रमचक जत दरज क रकलटन न 31 रन क शनदर पर खल और नबल डरम न मकबल म जबरदसत तडक लगय IPL2025 MIvsSRH CricketTwitter MumbaiIndians SRH IPLThriller,Negative,0.598386824131012,2025-04-17
1912944081199829141,"RT @IPL: Match 33. 7.3: Harshal Patel to Ryan Rickelton 4 runs, Mumbai Indians 65/1 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:59:44+00:00,en,4,0,0,RT Match 33 73 Harshal Patel to Ryan Rickelton 4 runs Mumbai Indians 651 MIvSRH TATAIPL IPL2025,Negative,0.3305366635322571,2025-04-17
1912944037960860041,"RT @mrsalaar96: Chased IPL money, got injured without facing a ball. Now replaced by Shanaka. Glenn Phillips learning the hard way.. 😭

- G…",2025-04-17 18:59:34+00:00,en,3,0,0,RT Chased IPL money got injured without facing a ball Now replaced by Shanaka Glenn Phillips learning the hard way G,Negative,0.6790328025817871,2025-04-17
1912944033942716672,"Scenes today at Ekana Stadium ! 💛🤞

#RahulTripathi #WhistlePodu #CSK #IPL2025 https://t.co/z8WrX6As7W",2025-04-17 18:59:33+00:00,en,0,0,0,Scenes today at Ekana Stadium RahulTripathi WhistlePodu CSK IPL2025,Positive,0.2964765429496765,2025-04-17
1912944014845939977,"RT @Cricketracker: Virat Kohli ✅
MS Dhoni✅
Rohit Sharma✅

The three icons received a special memento for completing 18 years in the Indian…",2025-04-17 18:59:28+00:00,en,259,0,0,RT Virat Kohli MS Dhoni Rohit Sharma The three icons received a special memento for completing 18 years in the Indian,Positive,0.35926738381385803,2025-04-17
1912943985251000539,"Hardik Pandya races into the top five of the Purple Cap race, while Noor Ahmad leads the chart with 12 wickets 💜✨

#IPL2025 #NoorAhmad #HardikPandya #Sportskeeda https://t.co/hGk5mVSUEh",2025-04-17 18:59:21+00:00,en,0,0,5,Hardik Pandya races into the top five of the Purple Cap race while Noor Ahmad leads the chart with 12 wickets IPL2025 NoorAhmad HardikPandya Sportskeeda,Positive,0.4522778391838074,2025-04-17
1912943967915921593,"RT @IPL: Match 33. 7.4: Harshal Patel to Ryan Rickelton 4 runs, Mumbai Indians 69/1 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:59:17+00:00,en,4,0,0,RT Match 33 74 Harshal Patel to Ryan Rickelton 4 runs Mumbai Indians 691 MIvSRH TATAIPL IPL2025,Negative,0.3322029113769531,2025-04-17
1912943962484359355,"RT @MumbaiCricAssoc: मुंबईचा राजा, रोहित शर्मा! 👑

𝐇𝐢𝐭𝐦𝐚𝐧 completes 𝐂𝐞𝐧𝐭𝐮𝐫𝐲 𝐨𝐟 𝐒𝐢𝐱𝐞𝐬 at Wankhede in the #IPL 🙌

#RohitSharma #MIvSRH #TATAI…",2025-04-17 18:59:16+00:00,und,427,0,0,RT मबईच रज रहत शरम 𝐇𝐢𝐭𝐦𝐚𝐧 completes 𝐂𝐞𝐧𝐭𝐮𝐫𝐲 𝐨𝐟 𝐒𝐢𝐱𝐞𝐬 at Wankhede in the IPL RohitSharma MIvSRH TATAI,Positive,0.6182275414466858,2025-04-17
1912943957044269403,"Mumbai Indians seal a thrilling win over SRH! 💥
Rickelton shines with 31 runs &amp; a rare no-ball drama adds spice! 🔥
#IPL2025 #MIvsSRH #CricketTwitter #MumbaiIndians #SRH #IPLThriller https://t.co/wJF4UJtdQL",2025-04-17 18:59:14+00:00,en,0,0,0,Mumbai Indians seal a thrilling win over SRH Rickelton shines with 31 runs amp a rare noball drama adds spice IPL2025 MIvsSRH CricketTwitter MumbaiIndians SRH IPLThriller,Positive,0.572181224822998,2025-04-17
1912943944188772642,"RT @IPL: Match 33. WICKET!  7.5: Ryan Rickelton 31(23) ct Travis Head b Harshal Patel, Mumbai Indians 69/2 https://t.co/8baZ67Y5A2 #MIvSRH…",2025-04-17 18:59:11+00:00,en,5,0,0,RT Match 33 WICKET 75 Ryan Rickelton 3123 ct Travis Head b Harshal Patel Mumbai Indians 692 MIvSRH,Negative,0.24962924420833588,2025-04-17
1912943938715238666,"@elonmusk Doge on fire🚀

#microchains #เพลงจนนิรันดร์ #โหนกระแส #โตโน่ภาคิน #DaredevilBornAgain       #srchafreen #srchafreen #srchafreen #LaCasaDeLosFamosoCol2 #est_rvp #DaouOffroad #Uthandonesthembu #OKX   #AshleyOgle #Bitcoin #BBFanFest #ExigimosJusticiaEnGuerrero #IPL",2025-04-17 18:59:10+00:00,en,0,0,0,Doge on fire microchains เพลงจนนรนดร โหนกระแส โตโนภาคน DaredevilBornAgain srchafreen srchafreen srchafreen LaCasaDeLosFamosoCol2 est_rvp DaouOffroad Uthandonesthembu OKX AshleyOgle Bitcoin BBFanFest ExigimosJusticiaEnGuerrero IPL,Negative,0.4424898326396942,2025-04-17
1912943925624549790,"RT @IPL: Match 33. 8.2: Zeeshan Ansari to Will Jacks 4 runs, Mumbai Indians 75/2 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:59:07+00:00,en,5,0,0,RT Match 33 82 Zeeshan Ansari to Will Jacks 4 runs Mumbai Indians 752 MIvSRH TATAIPL IPL2025,Negative,0.36267751455307007,2025-04-17
1912943918813188235,"Rohit Sharma's scores in 6 IPL Matches-0, 8, 13,17, 18, 26  formula for this series-&gt;an = (2/15)n⁵ - (3/2)n⁴ + 6n³ - 11n² + (431/30)n , put n= 0,1,2,3,4,5  you will get 0,8, 13,17, 18, 26 , PUT n=6, an=79‍🔥loading #RohitSharma𓃵 #IPL2025 #NoBalls #MumbaiIndians #MIvSRH",2025-04-17 18:59:05+00:00,en,0,0,0,Rohit Sharmas scores in 6 IPL Matches0 8 1317 18 26 formula for this seriesgtan 215n⁵ 32n⁴ 6n³ 11n² 43130n put n 012345 you will get 08 1317 18 26 PUT n6 an79loading RohitSharma𓃵 IPL2025 NoBalls MumbaiIndians MIvSRH,Negative,0.2852274477481842,2025-04-17
1912943916799984073,"RT @IPL: Match 33. 8.6: Zeeshan Ansari to Surya Kumar Yadav 6 runs, Mumbai Indians 82/2 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:59:05+00:00,hi,5,0,0,RT Match 33 86 Zeeshan Ansari to Surya Kumar Yadav 6 runs Mumbai Indians 822 MIvSRH TATAIPL IPL2025,Negative,0.3119725286960602,2025-04-17
1912943915554033904,RT @shakilpatel86: @crizwan406 @ProfSudhaanshu @Karishma_voice @ShadowSakshi @ANI @aashiyaKha82658 @9820shaikh @AazmiSaad @AcharyaSat90948…,2025-04-17 18:59:04+00:00,qam,4,0,0,RT,Positive,0.2572895884513855,2025-04-17
1912943895903945180,"RT @MumbaiCricAssoc: मुंबईचा राजा, रोहित शर्मा! 👑

𝐇𝐢𝐭𝐦𝐚𝐧 completes 𝐂𝐞𝐧𝐭𝐮𝐫𝐲 𝐨𝐟 𝐒𝐢𝐱𝐞𝐬 at Wankhede in the #IPL 🙌

#RohitSharma #MIvSRH #TATAI…",2025-04-17 18:59:00+00:00,und,427,0,0,RT मबईच रज रहत शरम 𝐇𝐢𝐭𝐦𝐚𝐧 completes 𝐂𝐞𝐧𝐭𝐮𝐫𝐲 𝐨𝐟 𝐒𝐢𝐱𝐞𝐬 at Wankhede in the IPL RohitSharma MIvSRH TATAI,Positive,0.6182275414466858,2025-04-17
1912943892884000774,RT @cricbuzz: Harshal Patel dismisses Ryan Rickleton with a ball at 113.7 Kmph! Change of pace is still the currency at Wankhede 👀 #IPL2025…,2025-04-17 18:58:59+00:00,en,1,0,0,RT Harshal Patel dismisses Ryan Rickleton with a ball at 1137 Kmph Change of pace is still the currency at Wankhede IPL2025,Negative,0.3017869293689728,2025-04-17
1912943878879232256,"RT @mrsalaar96: Chased IPL money, got injured without facing a ball. Now replaced by Shanaka. Glenn Phillips learning the hard way.. 😭

- G…",2025-04-17 18:58:56+00:00,en,3,0,0,RT Chased IPL money got injured without facing a ball Now replaced by Shanaka Glenn Phillips learning the hard way G,Negative,0.6790328025817871,2025-04-17
1912943864853455325,"RT @IPL: Match 33. 10.1: Zeeshan Ansari to Will Jacks 6 runs, Mumbai Indians 97/2 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:58:52+00:00,en,4,0,0,RT Match 33 101 Zeeshan Ansari to Will Jacks 6 runs Mumbai Indians 972 MIvSRH TATAIPL IPL2025,Negative,0.3720948398113251,2025-04-17
1912943847686180985,"RT @IPL: Match 33. 10.6: Zeeshan Ansari to Surya Kumar Yadav 6 runs, Mumbai Indians 106/2 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:58:48+00:00,hi,4,0,0,RT Match 33 106 Zeeshan Ansari to Surya Kumar Yadav 6 runs Mumbai Indians 1062 MIvSRH TATAIPL IPL2025,Negative,0.3132275640964508,2025-04-17
1912943835317178716,"विल जैक्स को शानदार प्रदर्शन करने पर प्लेयर ऑफ द मैच का पुरस्कार दिया गया 😙 | 

#IPL2025 #SRHvsMI #POTM https://t.co/T6Jl1mOVCK",2025-04-17 18:58:45+00:00,hi,0,0,1,वल जकस क शनदर परदरशन करन पर पलयर ऑफ द मच क परसकर दय गय IPL2025 SRHvsMI POTM,Positive,0.27586787939071655,2025-04-17
1912943817063358634,"Dasun Shanaka Set to Join Gujarat Titans for IPL 2025
#GT #GlenPhillips #DasunShanaka #IPL2025 #IPL #IindianPremierLeague #FantasyTips #FastestScore #LiveScore #LatestCricketUpdate #IPLUpdate #ScoreWaves

🌐https://t.co/nqZicPA9Cv",2025-04-17 18:58:41+00:00,in,0,0,0,Dasun Shanaka Set to Join Gujarat Titans for IPL 2025 GT GlenPhillips DasunShanaka IPL2025 IPL IindianPremierLeague FantasyTips FastestScore LiveScore LatestCricketUpdate IPLUpdate ScoreWaves,Positive,0.47939711809158325,2025-04-17
1912943782825509115,"RT @IPL: Match 33. 11.3: Eshan Malinga to Surya Kumar Yadav 4 runs, Mumbai Indians 111/2 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:58:33+00:00,in,5,0,0,RT Match 33 113 Eshan Malinga to Surya Kumar Yadav 4 runs Mumbai Indians 1112 MIvSRH TATAIPL IPL2025,Negative,0.33150869607925415,2025-04-17
1912943763095519389,"RT @IPL: Match 33. 11.6: Eshan Malinga to Will Jacks 4 runs, Mumbai Indians 117/2 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:58:28+00:00,en,4,0,0,RT Match 33 116 Eshan Malinga to Will Jacks 4 runs Mumbai Indians 1172 MIvSRH TATAIPL IPL2025,Negative,0.3641727864742279,2025-04-17
1912943756049096798,"RT @IPL: Match 33. WICKET!  7.5: Ryan Rickelton 31(23) ct Travis Head b Harshal Patel, Mumbai Indians 69/2 https://t.co/8baZ67Y5A2 #MIvSRH…",2025-04-17 18:58:26+00:00,en,5,0,0,RT Match 33 WICKET 75 Ryan Rickelton 3123 ct Travis Head b Harshal Patel Mumbai Indians 692 MIvSRH,Negative,0.24962924420833588,2025-04-17
1912943736365125755,"RT @IPL: Match 33. 12.1: Pat Cummins to Surya Kumar Yadav 4 runs, Mumbai Indians 121/2 https://t.co/8baZ67Y5A2 #MIvSRH #TATAIPL #IPL2025",2025-04-17 18:58:22+00:00,in,4,0,0,RT Match 33 121 Pat Cummins to Surya Kumar Yadav 4 runs Mumbai Indians 1212 MIvSRH TATAIPL IPL2025,Negative,0.25538793206214905,2025-04-17
1912943730941685929,"RT @SunRisersVarun: Tactical Errors From SRH In My POV

1. Not sending Aniket Verma during the 8th over.

2. Sending in Ishan against the m…",2025-04-17 18:58:20+00:00,en,4,0,0,RT Tactical Errors From SRH In My POV 1 Not sending Aniket Verma during the 8th over 2 Sending in Ishan against the m,Negative,0.6373889446258545,2025-04-17
1912943685144306022,"🤣🤣🤣🤣
#Ropig
#MIvSRH
#IPL2025
#RohitSharma https://t.co/5j5o75E8Rg",2025-04-17 18:58:09+00:00,qme,0,1,1,Ropig MIvSRH IPL2025 RohitSharma,Positive,0.21878232061862946,2025-04-17
1912943676189479224,"RT @IPL: Match 33. WICKET!  12.4: Surya Kumar Yadav 26(15) ct Zeeshan Ansari b Pat Cummins, Mumbai Indians 121/3 https://t.co/8baZ67Y5A2 #M…",2025-04-17 18:58:07+00:00,in,4,0,0,RT Match 33 WICKET 124 Surya Kumar Yadav 2615 ct Zeeshan Ansari b Pat Cummins Mumbai Indians 1213 M,Positive,0.24769671261310577,2025-04-17
